,text,cleaned,polarity,subjectivity,sentiment,neg,neu,pos,compound,text_len,text_word_count
869,"iPhone 15 Ultra's first look is revealed in renders.....

#iphone #apple #iphone15ultra #gadgettimes 

Read more: https://t.co/3VkkBAGvWt",iphone 15 ultra first look revealed renders iphone apple iphone15ultra gadgettimes read,0.25,0.3333333333333333,neutral,0.0,1.0,0.0,0.0,87,12
870,"The Impossible Port: MacOS

https://t.co/XcOKb9fQwL

Discussions: https://t.co/tgVpsv8gsR

#apple #compsci #graphics #mac #nintendo #programming #technology",impossible port macos discussions apple compsci graphics mac nintendo programming technology,-0.6666666666666666,1.0,neutral,0.0,1.0,0.0,0.0,92,11
871,"Content analysis:
This article scores 53/100. The complete report can be viewed here: https://t.co/lqSrEN3neB
(I'm a bot)

#HarryandMeghan #Apple #Opinion https://t.co/hiUrqmsC19",content analysis article scores 53 100 complete report viewed bot harryandmeghan apple opinion,0.1,0.4,neutral,0.0,1.0,0.0,0.0,94,13
872,Are these criminals messaging that #Apple products are too expensive and that #Apple too is stealing by deception?? Send robocop to apprehend them!! https://t.co/ZJlxOTgxqh,criminals messaging apple products expensive apple stealing deception send robocop apprehend,-0.5,0.7,negative,0.563,0.437,0.0,-0.8834,92,11
873,"@Reuters Worst for @Apple  there is no #iPhone14Pro  , no orders no deliveries । #Apple  #iPhone",worst no iphone14pro no orders no deliveries apple iphone,-1.0,1.0,negative,0.682,0.318,0.0,-0.8658,57,9
874,"Collection: apple-world-in-flat-mode 
 Sold for: 1 Eth (1287.16 USD) 
 Seller:0xe58fef9aec03a9b2cd55a0a90100a4b0912dd60e 
 Buyer:0x9643dd3408d1875be6713171f97d7e4b7009e1ea 

 #apple-world-in-flat-mode #boredape #blockchain #crypto #whalealert 
 https://t.co/U10RGBKXnH",collection apple world flat mode sold 1 eth 1287 16 usd seller 0xe58fef9aec03a9b2cd55a0a90100a4b0912dd60e buyer 0x9643dd3408d1875be6713171f97d7e4b7009e1ea apple world flat mode boredape blockchain crypto whalealert,-0.025,0.125,neutral,0.0,1.0,0.0,0.0,214,23
875,"⭐️⭐️⭐️⭐️⭐️

Another great review for Billy!! 
Thank you Chanel! Much appreciated!
.
.
.
#computersetup #appleiphone #follower #apple #IT #office #computerrepair #microsoftteams #officewears #computerlove https://t.co/o1bTBZmIQt",another great review billy thank chanel much appreciated computersetup appleiphone follower apple office computerrepair microsoftteams officewears computerlove,0.5,0.425,positive,0.0,0.586,0.414,0.872,159,17
876,@elonmusk freedom of speech is the winner 👏👏👏 #twitter #apple,freedom speech winner twitter apple,0.0,0.0,positive,0.0,0.273,0.727,0.8402,35,5
877,Elon Musk Says Apple and Twitter Have ‘Resolved’ Differences After Meeting- https://t.co/GI5RkPAhHn #ElonMusk #Apple #Twitter,elon musk says apple twitter resolved differences meeting elonmusk apple twitter,0.0,0.0,positive,0.0,0.855,0.145,0.1779,80,11
878,"I’ll drop #Apple like no other day if this happens. Phone, products and stock. Gone… https://t.co/SSE12aSV5O",drop apple like no day happens phone products stock gone,0.0,0.0,negative,0.312,0.507,0.181,-0.2023,56,10
879,"#Apple has rolled out a new iOS 16.1.2 update for its devices, which includes significant security fixes and improves the reliability of the crash detection feature for iPhone 14 and iPhone 14 Pro users.

@Apple https://t.co/4O7MtgMXDX",apple rolled new ios 16 1 2 update devices includes significant security fixes improves reliability crash detection feature iphone 14 iphone 14 pro users,0.2556818181818182,0.6647727272727273,positive,0.097,0.65,0.253,0.5106,153,24
880,"Apple watch bands makes a great stocking stuffer. Check out our selection! https://t.co/8iwoYKenKS
#giftideas #shopping #fashionaddict #design #Fashionista #Casual #style #Apple #Christmas #Shorts #Canada #Xmas #Toronto #TikTok #watches  #AppleWatch https://t.co/wFPUmCmFHK",apple watch bands makes great stocking stuffer check selection giftideas shopping fashionaddict design fashionista casual style apple christmas shorts canada xmas toronto tiktok watches applewatch,0.14999999999999997,0.8083333333333333,positive,0.0,0.796,0.204,0.7096,196,25
881,@theapplehub Very dangerous Elon Tweeted negative without knowing. He wanted to get a mob against #Apple This could happen about ANYTHING! 🚩🆘 @MSNBC @MollyJongFast @jaketapper @TheLeadCNN @OutFrontCNN @ErinBurnett @andersoncooper @thelauracoates @funder @robreiner @GeorgeTakei @BradTakei,dangerous elon tweeted negative without knowing wanted get mob against apple could happen anything,-0.44999999999999996,0.65,negative,0.362,0.638,0.0,-0.7783,98,14
882,Explore the world of wooden products. https://t.co/IkkB1INa9r #apple #adwords #app #applepodcast #applique #beautiful #bestoftheday #business #happiness #happy #instapic #instadaily #happybirthday #life #lifestyle #photooftheday #picoftheday #smallbusiness #work #woodfurniture https://t.co/kcDkADjlbC,explore world wooden products apple adwords app applepodcast applique beautiful bestoftheday business happiness happy instapic instadaily happybirthday life lifestyle photooftheday picoftheday smallbusiness work woodfurniture,0.5874999999999999,0.55,positive,0.0,0.652,0.348,0.9042,225,24
883," On Wednesday Tim Cook give Elon Musk a tour of Apple's headquarters in California 

Sponsored by @iFruitDeals 

#apple #timcook #elonmusk #twitter https://t.co/mrWILy4pb6",wednesday tim cook give elon musk tour apple headquarters california sponsored apple timcook elonmusk twitter,0.0,0.0,neutral,0.0,1.0,0.0,0.0,109,15
884,"#Apple is working on new #M2Max chipset! Geekbench listing reveals whooping 96GB of RAM 😮

https://t.co/1gjDbIkLaL",apple working new m2max chipset geekbench listing reveals whooping 96gb ram,0.13636363636363635,0.45454545454545453,neutral,0.0,1.0,0.0,0.0,75,11
885,"Vivo Y02 India Launch Details Appears Online

#vivo #VivoY02 #Android #news #smartphones #like4like #likeforlike #follow4follow #techblog #technews #futuretechnology #socialmedia #innovation #apple #iPhone #5G #iOS #world #gadgets #engineering

https://t.co/WCl6OJ6DYn https://t.co/rJu5WGBFn5",vivo y02 india launch details appears online vivo vivoy02 android news smartphones like4like likeforlike follow4follow techblog technews futuretechnology socialmedia innovation apple iphone 5g ios world gadgets engineering,0.0,0.0,positive,0.0,0.909,0.091,0.3818,222,27
886,""" Detroit Airport Parallel Reality "" Delta Airlines - Parallel Reality 
Future of parallel reality
      Even apple is planning to launch parallel reality in their next generation products making us more privacy and more safer #apple #parallelreality #elonmusk #technology #google https://t.co/24RZzijv8T",detroit airport parallel reality delta airlines parallel reality future parallel reality even apple planning launch parallel reality next generation products making us privacy safer apple parallelreality elonmusk technology google,0.0,0.020833333333333332,positive,0.0,0.909,0.091,0.4215,230,29
887,"Amid the ongoing #ElonMusk and #Apple tussle, #Meta Founder and CEO #MarkZuckerberg has once again slammed the iPhone maker for its App Store content moderation policies that present ""a conflict of interest"". https://t.co/PsbDU4dDPp",amid ongoing elonmusk apple tussle meta founder ceo markzuckerberg slammed iphone maker app store content moderation policies present conflict interest,0.0,0.0,positive,0.099,0.773,0.129,0.1779,151,20
888,"2 amazing eye-catching custom youtube thumbnails for just $5 please contact me visit my Fiverr service link:https://t.co/gut0yMrGi2
#SpotifyWrapped #Apple Music #定搞要要個要 #Cocaine Bear #hyuna #Mario #AEWDynamite #GivingTuesday #MexicoVsArabia #Jerry Jones #hobi #China #Drake https://t.co/xbZmCRrvDG",2 amazing eye catching custom youtube thumbnails 5 please contact visit fiverr service link spotifywrapped apple music cocaine bear hyuna mario aewdynamite givingtuesday mexicovsarabia jerry jones hobi china drake,0.6000000000000001,0.9,positive,0.0,0.804,0.196,0.7269,213,29
889,"""Risk-on pile on, PCE prices, #Twitter🤝#Apple peace - what's moving markets""
Pile On! #Bullish 📈🚀
https://t.co/lpyAqUyIal",risk pile pce prices twitter apple peace moving markets pile bullish,0.0,0.0,positive,0.144,0.616,0.24,0.34,68,11
890,"@TrumpZombieCult @laurenboebert @elonmusk It’s really heartwarming to you, what #Apple is doing in #China..?",really heartwarming apple china,0.2,0.2,positive,0.0,0.469,0.531,0.5256,31,4
891,"Taiwan Semiconductor Manufacturing Co TSMC will produce its more advanced 4-nanometer chips at its new $12 billion plant in #Arizona after clients including Apple urged it to make better chips than its had originally planned to,
#TSMC #Apple #chip #USA #AppleMusic #semiconductor",taiwan semiconductor manufacturing co tsmc produce advanced 4 nanometer chips new 12 billion plant arizona clients including apple urged make better chips originally planned tsmc apple chip usa applemusic semiconductor,0.3528409090909091,0.5761363636363637,positive,0.0,0.846,0.154,0.5994,218,30
892,"macOS is good stuff

🙌🆒
#Apple",macos good stuff apple,0.7,0.6000000000000001,positive,0.0,0.508,0.492,0.4404,22,4
893,"""Twitter for iPhone"" and ""Twitter for Android"" disappeared from the Twitter web!

#Android #Apple #iPhone #ElonMusk",twitter iphone twitter android disappeared twitter web android apple iphone elonmusk,0.0,0.0,negative,0.16,0.84,0.0,-0.2263,84,11
894,"Imagine the amount of jobs, growth, and infrastructure benefits if large corporations actually decided to do the majority of their manufacturing and operations in this country. #Apple https://t.co/F0bDZ238g6",imagine amount jobs growth infrastructure benefits large corporations actually decided majority manufacturing operations country apple,0.10714285714285714,0.2642857142857143,positive,0.0,0.714,0.286,0.6369,134,15
895,The latest Technology Blogs! https://t.co/yVND7LljgQ #tech #apple,latest technology blogs tech apple,0.5,0.9,neutral,0.0,1.0,0.0,0.0,34,5
896,Don’t let this pass-by… #Apple #AirDrop #China #Protests  https://t.co/Lqoqjx1Uq1,don let pass apple airdrop china protests,0.0,0.0,negative,0.241,0.759,0.0,-0.2263,41,7
897,Boycot Apple #Apple https://t.co/Elkxm7bIg9,boycot apple apple,0.0,0.0,neutral,0.0,1.0,0.0,0.0,18,3
898,"Meta CEO Mark Zuckerberg Says Apple App Store Policies Present ‘Conflict of Interest’ 
#Meta #MarkZuckerberg #AppStore #Apple @Apple @AppStore 
https://t.co/pciIW7LYlp",meta ceo mark zuckerberg says apple app store policies present conflict interest meta markzuckerberg appstore apple,0.0,0.0,positive,0.119,0.725,0.155,0.1779,115,16
899,"#Apple vs everybody - Spotify CEO Daniel Ek Renews Apple Criticism, Regulatory Push https://t.co/i305h3AhfH",apple vs everybody spotify ceo daniel ek renews apple criticism regulatory push,0.0,0.0,negative,0.209,0.791,0.0,-0.4404,79,12
900,Another MAGA conspiracy theory but how immature Elon Tweeted about #Apple before knowing the TRUTH. Maybe because he cant afford Apples fees? @technology @SquawkCNBC @cnnbrk @maddow @MSNBC @BBCBreaking @ProjectLincoln @funder @NBCNews @VICENews @MollyJongFast @FastCompany https://t.co/ZWySLEe4wh,another maga conspiracy theory but immature elon tweeted apple knowing truth maybe cant afford apples fees,0.0,0.0,positive,0.115,0.731,0.154,0.1901,106,16
901,"#Musk Visits #Tim Cook's #Apple Office, Says Differences “Resolved”
https://t.co/ttrilqnoEl",musk visits tim cook apple office says differences resolved,0.0,0.0,positive,0.0,0.825,0.175,0.1779,59,9
902,"#SidhuMooseWala  #Moosetape Becomes Most Streamed #IndianAlbum On #Spotify of 2022 https://t.co/evzp49OQ8O 
@5dariyanews  #Music #MusicAlbum #SpotifyWrapped2022 #Spotify2022 #Apple #AppleMusic #MusicCharts #BalkaurSingh #Moosewala @iSidhuMooseWala  @iBalkaurSidhu",sidhumoosewala moosetape becomes streamed indianalbum spotify 2022 music musicalbum spotifywrapped2022 spotify2022 apple applemusic musiccharts balkaursingh moosewala,0.0,0.0,neutral,0.0,1.0,0.0,0.0,166,16
903,"#ElonMusk, the owner of #Twitter, claimed
 that he met with Tim Cook, the CEO of
 #Apple, on Wednesday and ""settled the
 misunderstanding"" that had led him to 
declare war on the App Store of the #iPhone manufacturer.",elonmusk owner twitter claimed met tim cook ceo apple wednesday settled misunderstanding led declare war app store iphone manufacturer,0.0,0.0,negative,0.283,0.717,0.0,-0.7717,134,19
904,"Ever noticed this amazing feature of iOS 16?
Depth effect applied to home screen to give full control? 🔥🤩
#Apple #iOS16 #ios16wallpaper https://t.co/OXY4FSKIub",ever noticed amazing feature ios 16 depth effect applied home screen give full control apple ios16 ios16wallpaper,0.47500000000000003,0.7250000000000001,positive,0.0,0.808,0.192,0.5859,113,17
905,"you need a Custom t-shirt design?
Please check out it and inbox me..

👉🏽👉🏽 CLICK HERE: https://t.co/GuE9OrBO52

#Fiverr #Rashford #Senegal #GivingTuesday #Welsh #thetraitors #Christian #PORURU #Hendo #Rashy #Apple #Mario #China #Luka #Walker #Trent https://t.co/rwwMmGvM0O",need custom shirt design please check inbox click fiverr rashford senegal givingtuesday welsh thetraitors christian poruru hendo rashy apple mario china luka walker trent,0.0,0.0,positive,0.0,0.909,0.091,0.3182,170,24
906,"Apple Stores worldwide turn (RED) for World AIDS Day: Marking World AIDS Day on December 1, hundreds of Apple Stores are adding (PRODUCT)RED window and product displays, and Apple online is promoting its related books, apps, and… https://t.co/JnVF07QNmE #mac #apple #news",apple stores worldwide turn red world aids day marking world aids day december 1 hundreds apple stores adding product red window product displays apple online promoting related books apps mac apple news,0.0,0.13333333333333333,positive,0.0,0.923,0.077,0.3612,202,32
907,Download #UTG pro to get all #video_games information you want. Available on #iOS for #iPhone and #iPad #Apple #iphone11 https://t.co/SOh5VAKHx4 https://t.co/D5s3wQvtYr,download utg pro get video games information want available ios iphone ipad apple iphone11,0.4,0.4,positive,0.0,0.909,0.091,0.0772,90,14
908,"Adventure Awaits. Larger, more advanced Apple Watch Ultra. Shop now from the iVenus Apple Store.

✅ Always-On Retina display (Up to 2,000 nits brightness)
✅ Up to 36-hour battery life
✅ Action button

#AppleWatchUltra #iPhone14 #iPhone13 #Apple #iVenus #ApplePremiumReseller https://t.co/68eM81Wdd6",adventure awaits larger advanced apple watch ultra shop ivenus apple store always retina display 2 000 nits brightness 36 hour battery life action button applewatchultra iphone14 iphone13 apple ivenus applepremiumreseller,0.16666666666666666,0.4000000000000001,positive,0.0,0.753,0.247,0.7351,221,30
909,"@elonmusk Now that you know #Apple won’t delist #Twitter from the #appstore, please release today the evidence of fixing the 2020 election via censoring the #NYPost’s #HunterBidenLaptop #HunterBidensLaptop story.",know apple delist twitter appstore please release today evidence fixing 2020 election via censoring nypost hunterbidenlaptop hunterbidenslaptop story,0.0,0.0,positive,0.0,0.881,0.119,0.3182,149,18
910,"Apple watch bands makes a great stocking stuffer. Check out our selection! https://t.co/8iwoYKenKS
#giftideas #shopping #fashionaddict #design #Fashionista #Casual #style #Apple #Christmas #Shorts #Canada #Xmas #Toronto #TikTok #watches  #AppleWatch https://t.co/dFErBIjcFs",apple watch bands makes great stocking stuffer check selection giftideas shopping fashionaddict design fashionista casual style apple christmas shorts canada xmas toronto tiktok watches applewatch,0.14999999999999997,0.8083333333333333,positive,0.0,0.796,0.204,0.7096,196,25
911,"iPhone 15 Ultra's first look is revealed in renders.....

#iphone #apple #iphone15ultra #gadgettimes https://t.co/AXfxev484N",iphone 15 ultra first look revealed renders iphone apple iphone15ultra gadgettimes,0.25,0.3333333333333333,neutral,0.0,1.0,0.0,0.0,82,11
912,"@Apple is not perfect. But. As an Apple consumer, I stand with @tim_cook and #Apple!",not perfect but apple consumer stand cook apple,-0.5,1.0,negative,0.222,0.778,0.0,-0.2498,47,8
913,@apple where’s the red-head 👸🏻 emoji we been needing? #emoji #apple #gif #ig #twitter,red head emoji needing emoji apple gif ig twitter,0.0,0.0,neutral,0.0,1.0,0.0,0.0,49,9
914,"you need a Custom t-shirt design?
Please check out it and inbox me..

👉🏽👉🏽 CLICK HERE: https://t.co/GuE9OrBO52

#Fiverr #Rashford #Senegal #GivingTuesday #Welsh #thetraitors #Christian #PORURU #Hendo #Rashy #Apple #Mario #China #Luka #Walker #Trent https://t.co/LRiDrRecus",need custom shirt design please check inbox click fiverr rashford senegal givingtuesday welsh thetraitors christian poruru hendo rashy apple mario china luka walker trent,0.0,0.0,positive,0.0,0.909,0.091,0.3182,170,24
915,#Apple (@Apple) Watch : #SteveWozniak (@stevewoz) est un fan https://t.co/R1iOc9dk0X,apple watch stevewozniak est un fan,0.0,0.0,positive,0.0,0.685,0.315,0.3182,35,6
916,"#Musk Visits #TimCook's #Apple Office, Says Differences “Resolved”

https://t.co/nkRHSqKkKX",musk visits timcook apple office says differences resolved,0.0,0.0,positive,0.0,0.805,0.195,0.1779,58,8
917,"Hey @Apple @tim_cook 

Can you please enable a feature on iPhones where before turning off the phone it asks for a security check (either faceid or pin)?

With this feature and eSim, iPhones can become literally theft proof! 🙏🏽

#shotoniphone #iphone #apple #smartphone",hey cook please enable feature iphones turning off phone asks security check either faceid pin feature esim iphones become literally theft proof shotoniphone iphone apple smartphone,0.0,0.0,positive,0.0,0.836,0.164,0.5719,181,26
918,So the #Apple thing this week was just a made up conspiracy theory https://t.co/2mNI48olcQ,apple thing week made conspiracy theory,0.0,0.0,negative,0.405,0.595,0.0,-0.5267,39,6
919,"Geekbench benchmarks of purported M2 Max processor surface

https://t.co/m88lqzlOYM

#Apple #hardware #Geekbench #benchmarks #hardware #CPU #GPU #M2Max #AppleSilicon #surface @AppleShrimpPro #leak",geekbench benchmarks purported m2 max processor surface apple hardware geekbench benchmarks hardware cpu gpu m2max applesilicon surface leak,0.0,0.0,negative,0.124,0.876,0.0,-0.34,140,18
920,Busy #Apple Store in #California casually robbed in broad daylight https://t.co/31Ozhtc2TR,busy apple store california casually robbed broad daylight,-0.11250000000000004,0.4930555555555556,positive,0.0,0.805,0.195,0.1779,58,8
921,"Now experience the brand new Apple Watch Series 8 at iVenus Apple Store.

✅ Always-On Retina display, 
✅ IP6X dust resistant,
✅ Swim proof

#AppleWatch #AppleWatchSeries8 #AppleWatchUltra #iPhone14 #iPhone13 #iPhone12 #iPad #Apple #iPhone #MacBook #iVenus #ApplePremiumReseller https://t.co/7WIR59uIX3",experience brand new apple watch series 8 ivenus apple store always retina display ip6x dust resistant swim proof applewatch applewatchseries8 applewatchultra iphone14 iphone13 iphone12 ipad apple iphone macbook ivenus applepremiumreseller,0.13636363636363635,0.45454545454545453,neutral,0.0,1.0,0.0,0.0,239,30
922,"you need a Custom t-shirt design?
Please check out it and inbox me..

👉🏽👉🏽 CLICK HERE: https://t.co/GuE9OrBO52

#Fiverr #Rashford #Senegal #GivingTuesday #Welsh #thetraitors #Christian #PORURU #Hendo #Rashy #Apple #Mario #China #Luka #Walker #Trent https://t.co/XagheHMfFH",need custom shirt design please check inbox click fiverr rashford senegal givingtuesday welsh thetraitors christian poruru hendo rashy apple mario china luka walker trent,0.0,0.0,positive,0.0,0.909,0.091,0.3182,170,24
923,"#Apple Releases #iOS1612

What's Included in the Update

It includes some security updates and more.

https://t.co/aGGmNnA8Yp",apple releases ios1612 included update includes security updates,0.0,0.0,positive,0.0,0.745,0.255,0.34,64,8
924,"Apple cupcakes 🍏🤎

#baking #apple #cupcakes #veganbaking #dairyfree #freefrom #southampton https://t.co/RVmNprjgcy",apple cupcakes baking apple cupcakes veganbaking dairyfree freefrom southampton,0.0,0.0,neutral,0.0,1.0,0.0,0.0,79,9
925,"#ElonMusk on Wednesday tweeted that the misunderstanding about #Twitter potentially being removed from Elon Musk on Wednesday tweeted that the misunderstanding about Twitter potentially being removed from #Apple Inc's App Store was resolved 

https://t.co/99xnJCwTU6
#Tribune",elonmusk wednesday tweeted misunderstanding twitter potentially removed elon musk wednesday tweeted misunderstanding twitter potentially removed apple inc app store resolved tribune,0.0,1.0,negative,0.221,0.711,0.067,-0.5994,181,21
926,What's your favorite kind of apple? #thursdayvibes #Apple https://t.co/SrKhJs9wS3,favorite kind apple thursdayvibes apple,0.55,0.95,positive,0.0,0.319,0.681,0.7506,39,5
927,"Content analysis:
This article scores 80/100. The complete report can be viewed here: https://t.co/RdviXoEsQd
(I'm a bot)

#Apple https://t.co/a9GQWgx5fT",content analysis article scores 80 100 complete report viewed bot apple,0.1,0.4,neutral,0.0,1.0,0.0,0.0,71,11
928,"Apple releases iOS 16.1.2 update, offers Crash Detection, wireless carrier compatibility fixes

https://t.co/7ZuPHFwsy8

#Apple #iOS #iOS1612 #bug #fix #update #software #developer #iPhone14 #CrashDetection #wirelesscarrier #compatibility #broadband",apple releases ios 16 1 2 update offers crash detection wireless carrier compatibility fixes apple ios ios1612 bug fix update software developer iphone14 crashdetection wirelesscarrier compatibility broadband,0.1,0.0,negative,0.101,0.899,0.0,-0.4019,208,27
929,"TSMC to announce that their 2024 Arizona Plant will first produce 4nm chips in Phase I at the request of customers like Apple, AMD &amp; Nvidia: TSMC is breaking ground at an event in Arizona next week where they're expected to announce… https://t.co/l3huvTjWr6 #mac #apple #news",tsmc announce 2024 arizona plant first produce 4nm chips phase request customers like apple amd amp nvidia tsmc breaking ground event arizona next week expected announce mac apple news,0.049999999999999996,0.24444444444444446,positive,0.0,0.918,0.082,0.3612,184,29
930,"Apple Highlights Partnership With (RED) For World AIDS Day: For World AIDS Day today, Apple highlighted its long-standing partnership with (RED), which has raised more than a quarter of a billion dollars since 2006, and is offering… https://t.co/uij7JM66mz #Apple #Mac #Rumors https://t.co/Wy6eSzAUPx",apple highlights partnership red world aids day world aids day today apple highlighted long standing partnership red raised quarter billion dollars since 2006 offering apple mac rumors,-0.016666666666666666,0.13333333333333333,neutral,0.0,1.0,0.0,0.0,184,27
931,The #EU and #Apple versus @elonmusk who will emerg a winner? @politico,eu apple versus emerg winner,0.0,0.0,positive,0.0,0.513,0.487,0.5859,28,5
932,"Apple Highlights Partnership With (RED) For World AIDS Day: For World AIDS Day today, Apple highlighted its long-standing partnership with (RED), which has raised more than a quarter of a billion dollars since 2006, and is offering… https://t.co/T7shJtS6CL #mac #apple #news",apple highlights partnership red world aids day world aids day today apple highlighted long standing partnership red raised quarter billion dollars since 2006 offering mac apple news,-0.016666666666666666,0.13333333333333333,neutral,0.0,1.0,0.0,0.0,182,27
933,"Elon Musk on Wednesday tweeted that the misunderstanding about Twitter potentially being removed from Apple Inc's App Store was resolved following his meeting with the iPhone maker's Chief Executive Tim Cook.

For more: https://t.co/0Wtgcuvnpf

#etribune #ElonMusk #Apple #Twitter",elon musk wednesday tweeted misunderstanding twitter potentially removed apple inc app store resolved following meeting iphone maker chief executive tim cook etribune elonmusk apple twitter,0.0,0.55,negative,0.102,0.836,0.062,-0.2732,189,25
934,"Just look, that`s outstanding!  #Gadget #Font #Tree #Plant #Audioequipment #Cable #Fruit #Fashionaccessory #Circle #Apple https://t.co/N2asKB1vIj",look outstanding gadget font tree plant audioequipment cable fruit fashionaccessory circle apple,0.5,0.875,positive,0.0,0.733,0.267,0.6124,96,12
935,"you need a Watch, ShineOn MESSAGE Card, Necklace design?
Please check out it and inbox me..

👉🏽👉🏽 CLICK HERE: https://t.co/pgISJurGk6

#Fiverr #Rashford #Senegal #GivingTuesday #Welsh #thetraitors #Christian #PORURU #Hendo #Rashy #Apple #Mario #China #Luka #Walker #Trent https://t.co/Bca8HloDeY",need watch shineon message card necklace design please check inbox click fiverr rashford senegal givingtuesday welsh thetraitors christian poruru hendo rashy apple mario china luka walker trent,0.0,0.0,positive,0.0,0.919,0.081,0.3182,193,27
936,"Elon Musk says Apple never considered removing Twitter from App Store
#elonmusknews #Elonmusk #teslacars #twitterpost #billionaire #apple #PakNews #PakNewsHD",elon musk says apple never considered removing twitter app store elonmusknews elonmusk teslacars twitterpost billionaire apple paknews paknewshd,0.0,0.0,neutral,0.0,1.0,0.0,0.0,144,18
937,"Don't wait any longer! Give yourself a VanMoof treat NOW! 🚲 ❌❌❌
Apply the #VanMoof #Discount Code at check and get €100/$100/£95 off for #Accessories &amp; #PoM with your new #S5 #A5 or #S3 #X3 

▶️Discount code: ADV-N3XM-S05G-LDVC◀️

 #Apple #FindMy #AirTags #ebike #bird https://t.co/IDI3KnHg1e",don wait longer give vanmoof treat apply vanmoof discount code check get 100 100 95 off accessories amp pom new s5 a5 s3 x3 discount code adv n3xm s05g ldvc apple findmy airtags ebike bird,0.13636363636363635,0.45454545454545453,positive,0.0,0.926,0.074,0.4019,188,35
938,"#C onfiguring🧩
#O rbiting 🛰
#N exGen 👽
#S atellites 📡🛰️
#T o
#E licit 
#L atitude 🧭
#L ongitude 🧭 
#A rrangements 🧩
#T ranscribe✍️
#I conic💫
#O utlined ✨
#N avigational🪐
#S ystems🎡

#DIFFERENT #ENCRYPTIONS ⛓️#THINK 🤔#MASONIC #APPLE🍏#CONSTELLATIONS 🛸

cc: @WKCosmo⚛️ https://t.co/DRCJ5PIK1b",onfiguring rbiting exgen atellites licit atitude ongitude rrangements ranscribe conic utlined avigational ystems different encryptions think masonic apple constellations cc,0.0,0.6,neutral,0.0,1.0,0.0,0.0,172,20
939,"@MarkTepperSWP to @tim_cook: “Who’s your daddy”? 😂 #Apple 

@MorningsMaria #MWM 
#ChinaProtests #appleairdrop",cook daddy apple mwm chinaprotests appleairdrop,0.0,0.0,neutral,0.0,1.0,0.0,0.0,47,6
940,"fighting between the people - #fight #apple #mango #ol #go #to #a #banana #fighting #wow #hi #hello #tomato #potato #bread #fruit #dam #river #lake #pond #bus #car #jeep 

watch movies - https://t.co/1lWfzu4rfA https://t.co/piFgCNjVT3",fighting people fight apple mango ol go banana fighting wow hi hello tomato potato bread fruit dam river lake pond bus car jeep watch movies,0.1,1.0,negative,0.235,0.648,0.117,-0.4215,140,25
941,@RonnyJacksonTX As a parent I am fully on board. Canada also needs to ban this platform #TikTok in fact #apple should remove it from their App Store,parent fully board canada also needs ban platform tiktok fact apple remove app store,0.0,0.0,negative,0.217,0.783,0.0,-0.5574,84,14
942,"@elonmusk @tim_cook Elon be careful @kanye might be a gay fish according to South Park watch out liberache or MS ye might bite. lol 
rofl #apple still need to stop torturing their customers with Siri AI from hell. Siri makes me feel dumber each day RUN b4 ever buying another iPhone NO WAY!",cook elon careful might gay fish according south park watch liberache ms ye might bite lol rofl apple still need stop torturing customers siri ai hell siri makes feel dumber day run b4 ever buying another iphone no way,0.4791666666666667,0.7958333333333333,negative,0.284,0.568,0.148,-0.8126,218,39
943,"🔥🔥 Automated Hourly $AAPL 🍎 Sentiment Report (📈 / 📉) 🔥🔥
1. Product Series Reviews:
#iPhones 46/86
#Mac #Macbook 68/84
#iPad 101/65
#AppleWatch 112/109
#MacOS #iOS 58/19
General #Apple Products 61/161
2. Company News: 160/176
3. Social Media: 59/68
12/01/2022 12:07 UTC",automated hourly aapl sentiment report 1 product series reviews iphones 46 86 mac macbook 68 84 ipad 101 65 applewatch 112 109 macos ios 58 19 general apple products 61 161 2 company news 160 176 3 social media 59 68 12 01 2022 12 07 utc,0.04166666666666667,0.2833333333333333,negative,0.057,0.943,0.0,-0.3818,237,47
944,"Twitter will recommend more tweets to everyone, even if you didn’t ask for them https://t.co/cUHHEln8Re #apple #feedly",twitter recommend tweets everyone even didn ask apple feedly,0.0,0.0,positive,0.0,0.762,0.238,0.3612,60,9
945,"you need a Watch, ShineOn MESSAGE Card, Necklace design?
Please check out it and inbox me..

👉🏽👉🏽 CLICK HERE: https://t.co/pgISJurGk6

#Fiverr #Rashford #Senegal #GivingTuesday #Welsh #thetraitors #Christian #PORURU #Hendo #Rashy #Apple #Mario #China #Luka #Walker #Trent https://t.co/l5uW6ktHiW",need watch shineon message card necklace design please check inbox click fiverr rashford senegal givingtuesday welsh thetraitors christian poruru hendo rashy apple mario china luka walker trent,0.0,0.0,positive,0.0,0.919,0.081,0.3182,193,27
946,"Hands-On With the Zens 4-in-1 MagSafe Charging Station for iPhone, iPad, Apple Watch, and AirPods https://t.co/EFsHS3bCwI #apple #feedly",hands zens 4 1 magsafe charging station iphone ipad apple watch airpods apple feedly,0.0,0.0,neutral,0.0,1.0,0.0,0.0,84,14
947,Your iPhone 14 might not activate Crash Detection on a roller coaster anymore https://t.co/AHXZ5hjnG9 #apple #feedly,iphone 14 might not activate crash detection roller coaster anymore apple feedly,0.0,0.0,positive,0.0,0.83,0.17,0.3089,80,12
